Attempt	Real
xe-noge-ny	xe-nog-e-ny
na-nom-e-tre	na-no-me-tre
bec-quer-el	bec-que-rel
host-ler	hos-tler
ac-ces-sor-ize	ac-ces-so-rize
lit-tor-al	lit-to-ral
spi-r-i-tis-tic	spir-it-is-tic
re-ce-ipt	re-ceipt
car-ne-li-an	car-nel-ian
ion	i-on
fub-s-y	fub-sy
pro-vided	pro-vid-ed
ep-i-cri-sis	e-pic-ri-sis
a-meli-o-rate	a-mel-io-rate
wolfish	wolf-ish
gases	gas-es
ri-co-chet	ric-o-chet
preemp-tive	pre-emp-tive
de-hy-dro-ge-na-tion	de-hy-dro-gen-a-tion
re-cog-nise	rec-og-nise
pla-card	plac-ard
di-ap-er	di-a-per
po-lis	pol-is
ca-m-ou-flage	cam-ou-flage
he-taera	he-tae-ra
ar-borvi-tae	ar-bor-vi-tae
bak-er	ba-ker
fic-ti-on-al-i-za-tion	fic-tion-al-i-za-tion
fin-als	fi-nals
ti-bi-al	tib-i-al
grande	gran-de
pri-cey	price-y
re-ver-si-ble	re-vers-i-ble
o-lecra-non	o-lec-ra-non
yi-eld-ing	yield-ing
bes-tir	be-stir
ev-er-y-bo-dy	eve-ry-bod-y
ra-pier	ra-pi-er
marim-ba	ma-rim-ba
co-lor-ful	col-or-ful
meter	me-ter
re-ci-pi-ent	re-cip-i-ent
sou-ch-ong	sou-chong
sau-cy	sauc-y
bar	ba-r
tra-ver-tine	trav-er-tine
cle-v-er-ly	clev-er-ly
pro-digious	pro-di-gious
phono-graph	pho-no-graph
stere-o-i-som-er-ism	ster-e-o-i-som-er-ism
ma-ke-shift	make-shift
pi-er	pier
ob-stin-a-cy	ob-sti-na-cy
fetor	fe-tor
era	e-ra
hein-ie	hei-nie
o-don-tal-gi-a	o-don-tal-gia
hem-p-en	hemp-en
a-dept	ad-ept
cat-t-ley-a	catt-ley-a
no-vice	nov-ice
sal-a-mi	sa-la-mi
ban-do-li-er	ban-do-lier
cu-b-ic	cu-bic
cat-ter-y	cat-te-ry
pre-sen-ta-tion	pres-en-ta-tion
braided	braid-ed
quar-re-ler	quar-rel-er
beeswing	bees-wing
mus-krat	musk-rat
baro-net	bar-on-et
cate-nar-y	cat-e-nar-y
rej-ig	re-jig
me-dic-in-a-ble	me-dic-i-na-ble
e-pis-co-pa-l-i-an	e-pis-co-pa-li-an
ad-voc-a-cy	ad-vo-ca-cy
pa-t-ri-ot-ic	pa-tri-ot-ic
it-em	i-tem
au-tark-ic	au-tar-kic
riches	rich-es
tute-lar	tu-te-lar
til-lage	till-age
mes-siah	mes-si-ah
play-a	pla-ya
ca-ch-in-nate	cach-in-nate
wretched	wretch-ed
a-ke-ton	ake-ton
con-fi-gure	con-fig-ure
poly-he-dron	pol-y-he-dron
wherev-er	wher-ev-er
tit-er	ti-ter
hazard	haz-ard
queru-lous	quer-u-lous
un-se-cond-ed	un-sec-ond-ed
spir-a-cle	spi-ra-cle
form-er	for-mer
par-mi-gi-a-na	par-mi-gia-na
rem-i-grate	re-mi-grate
ter-ro-rize	ter-ror-ize
stapes	sta-pes
fat-a-l-ist	fa-tal-ist
i-a-troch-e-mis-try	i-at-ro-chem-is-try
re-sur-rec-tion	res-ur-rec-tion
sax-o-ph-onist	sax-o-phon-ist
lob-o-la	lo-bo-la
rhet-o-ri-ci-an	rhe-tor-i-cian
or-gan-i-zer	or-gan-iz-er
in-ha-bit-ed	in-hab-it-ed
de-ar-ie	dear-ie
pro-fi-ci-en-cy	pro-fi-cien-cy
ide-a-tion	i-de-a-tion
hurter	hur-ter
fal-co-net	fal-con-et
u-ni-on	un-ion
cum-min-gto-nite	cum-ming-ton-ite
a-cyc-lic	a-cy-clic
fil-i-oque	fil-i-o-que
cin-e-re-ous	ci-ner-e-ous
varnish	var-nish
per-cepti-ble	per-cep-ti-ble
oa-fish	oaf-ish
tran-spon-i-ble	trans-po-ni-ble
is-o-bath-ic	i-so-bath-ic
behest	be-hest
col-loqui-al-ly	col-lo-qui-al-ly
weigher	weigh-er
glut-en	glu-ten
sy-naere-sis	syn-aer-e-sis
mis-ty	mist-y
de-su-e-tude	des-u-e-tude
u-phol-ster-y	up-hol-ster-y
ey-e-spot	eye-spot
bur-glar-y	bur-gla-ry
com-a-tose	co-ma-tose
di-rig-i-ble	dir-i-gi-ble
paries	par-i-es
made-leine	mad-e-leine
wrong-doing	wrong-do-ing
con-cate-na-tion	con-cat-e-na-tion
a-bh-or-rer	ab-hor-rer
che-ri-moy-a	cher-i-moy-a
spiri-tous	spir-i-tous
cur-mud-geon	cur-mudg-eon
spruik	spru-ik
bra-dy-ki-nin	brad-y-kin-in
protest	pro-test
o-ve-re-at-en	o-ver-eat-en
ule-ma	u-le-ma
fis-sip-arous	fis-sip-a-rous
de-cre-pit	de-crep-it
pro-mon-to-ry	prom-on-to-ry
ra-piered	ra-pi-ered
ki-lom-e-ter	kil-o-me-ter
pre-dic-ta-ble	pre-dict-a-ble
ag-glu-tina-tive	ag-glu-ti-na-tive
join-tress	joint-ress
su-per-ce-les-ti-al	su-per-ce-les-tial
polyg-a-mist	po-lyg-a-mist
mal-i-gnan-cy	ma-lig-nan-cy
mos-sy	moss-y
vehe-mence	ve-he-mence
beaut-y	beau-ty
con-a-tus	co-na-tus
rel-u-mine	re-lu-mine
de-ac-ti-vate	de-ac-tiv-ate
re-din-te-grate	red-in-te-grate
treen	tre-en
swit-che-roo	switch-er-oo
tre-fo-il	tre-foil
mi-cro-bial	mi-cro-bi-al
fa-g-ot	fag-ot
som-me-li-er	som-me-lier
em-ir	e-mir
bry-on-y	bry-o-ny
ti-er	tier
spauld-er	spaul-der
coq-ue-try	co-quet-ry
cal-ler	call-er
in-ter	inter
hear-ti-ly	heart-i-ly
whimp-er	whim-per
bonz-er	bon-zer
rab-bi-nate	rab-bin-ate
paral-lel-ism	par-al-lel-ism
ba-bi-che	ba-biche
pro-li-f-er-a-tion	pro-lif-er-a-tion
un-er-ring	un-err-ing
car-y-a-tid	car-y-at-id
e-ly-tron	el-y-tron
ester	es-ter
lar-yn-geal	la-ryn-ge-al
re-lish	rel-ish
an-tonym	an-to-nym
tri-bune	trib-une
par-i-ah	pa-ri-ah
schlimazel	schli-ma-zel
osten-si-ble	os-ten-si-ble
ma-d-re-pore	mad-re-pore
bag-pip-es	bag-pipes
muon	mu-on
de-ciph-er-er	de-ci-pher-er
gulag	gu-lag
hapless	hap-less
ab-o-lish-a-ble	a-bol-ish-a-ble
guild-er	guil-der
clim-ber	climb-er
herald-ry	her-ald-ry
o-bit-u-ar-y	o-bi-tu-ar-y
am-idst	a-midst
lechay-im	le-cha-yim
ban-krupt-cy	bank-rupt-cy
whisk-y	whis-ky
pro-duct	prod-uct
ab-ste-m-i-ous-ly	ab-ste-mi-ous-ly
a-bi-og-e-net-ic	a-bi-o-ge-net-ic
spal-la-tion	spall-a-tion
men-o-rah	me-no-rah
aq-ua-mar-ine	aq-ua-ma-rine
ab-stinent-ly	ab-sti-nent-ly
es-cut-cheon	es-cutch-eon
minis-ter-i-um	min-is-te-ri-um
plumbing	plumb-ing
veri-ly	ver-i-ly
paren-chy-ma-tous	par-en-chym-a-tous
fil-i-al	fil-ial
prol-ogue	pro-logue
in-vol-u-cre	in-vo-lu-cre
ton-y	to-ny
cur-ler	curl-er
sal-mon	salm-on
tan-gy	tang-y
e-pis-co-pa-l-i-an	e-pis-co-pa-lian
val-o-rize	val-or-ize
cru-ci-al	cru-cial
do-sage	dos-age
dogged-ness	dog-ged-ness
cou-chant	couch-ant
ca-p-ot	ca-pot
alt-hough	al-though
dra-gon	drag-on
vo-tar-y	vo-ta-ry
da-mage	dam-age
fidd-ly	fid-dly
za-ba-gli-one	za-ba-glio-ne
twof-er	two-fer
psyche	psy-che
an-glic-i-sa-tion	an-gli-ci-sa-tion
pi-et-ism	pi-e-tism
phi-l-ip-pic	phi-lip-pic
pseu-de-pig-ra-pha	pseud-e-pig-ra-pha
a-che	ache
pewt-er	pew-ter
ni-ve-ous	niv-e-ous
cle-men-tine	clem-en-tine
hy-dro-ly-sis	hy-drol-y-sis
dim-i-nish	di-min-ish
bo-re-dom	bore-dom
shanghai	shang-hai
wea-pon	weap-on
usur-pa-tion	u-sur-pa-tion
can-oe-ing	ca-noe-ing
ja-de-ite	jade-ite
u-rushi-ol	u-ru-shi-ol
pa-tri-ot-ism	pat-ri-ot-ism
al-ign-ment	a-lign-ment
mis-worship	mis-wor-ship
som-ni-fa-ci-ent	som-ni-fa-cient
seign-i-or	seign-ior
specter	spec-ter
tre-bu-chet	treb-u-chet
re-con-cile	rec-on-cile
a-phe-lion	ap-he-li-on
ar-ti-odac-tyl	ar-ti-o-dac-tyl
ma-gis-tra-cy	mag-is-tra-cy
whe-re-at	where-at
zoe-trope	zo-e-trope
sa-tur-niid	sa-tur-ni-id
o-blique	ob-lique
ae-sthet-ic	aes-thet-ic
ca-ra-van	car-a-van
vi-b-ra-tive	vi-bra-tive
caout-chouc	caou-tchouc
peri-phrase	per-i-phrase
bril-li-an-cy	bril-lian-cy
shib-bol-eth	shib-bo-leth
pro-mis-cu-i-ty	prom-is-cu-i-ty
cove-nant	cov-e-nant
a-cau-les-cent	ac-au-les-cent
ze-ta	zeta
eon-ism	e-o-nism
tod-ay	to-day
ye-sterye-ar	yes-ter-year
ba-lacla-va	bal-a-cla-va
fif-tieth	fif-ti-eth
spi-cy	spic-y
for-ces	forc-es
fi-en-dish	fiend-ish
sin-ger	sing-er
gaie-ty	gai-e-ty
cate-chol	cat-e-chol
ta-p-root	tap-root
crisis	cri-sis
pec-ca-r-y	pec-ca-ry
om-i-cron	o-mi-cron
gela-tin	gel-a-tin
mo-rax-el-la	mor-ax-el-la
tro-i-ka	troi-ka
nu-na-tion	nun-a-tion
ra-tite	rat-ite
tap-er	ta-per
dy-nas-ty	dyn-as-ty
pres-cience	pres-ci-ence
fur-th-est	fur-thest
ab-sorbed-ly	ab-sorb-ed-ly
pro-fi-ta-bly	prof-it-a-bly
re-li-ev-ing	re-liev-ing
ar-ch-i-tect	ar-chi-tect
a-cne	ac-ne
withdrew	with-drew
prime-val	pri-me-val
hy-per-pla-si-a	hy-per-plas-i-a
a-spec-tu-al	as-pec-tu-al
des-troy-er	de-stroy-er
meas-ly	mea-sly
re-gardant	re-gar-dant
clim-a-tol-o-gy	cli-ma-tol-o-gy
chiseled	chis-eled
ou-tra-geous	out-ra-geous
prair-ie	prai-rie
vis-i-ta-tion	vis-it-a-tion
ni-ece	niece
a-rak	ar-ak
fealt-y	fe-al-ty
ci-ca-trise	cic-a-trise
deve-lop-ed	de-vel-oped
reu-nion	re-un-ion
tour	tou-r
ab-sent-ee	ab-sen-tee
lar-yn-ges	la-ryn-ges
res-pir-a-to-ry	res-pi-ra-to-ry
sou-ven-ir	sou-ve-nir
pa-p-al	pa-pal
trep-ang	tre-pang
sa-tie-ty	sa-ti-e-ty
ele-v-enses	e-lev-en-ses
poly-phon-ic	pol-y-phon-ic
pa-lette	pal-ette
ser-vi-cea-ble	ser-vice-a-ble
chaffer	chaf-fer
ap-o-de-ic-tic	ap-o-deic-tic
ma-rave-di	mar-a-ve-di
con-fided	con-fid-ed
bis-ec-tion	bi-sec-tion
mo-nas-ter-y	mon-as-ter-y
la-gan	lag-an
homo-type	ho-mo-type
cir-ros-tra-tus	cir-ro-stra-tus
phi-lis-tine	phil-is-tine
a-vo-ca-do	av-o-ca-do
mas-sy	mass-y
laza-ret	laz-a-ret
re-sil-i-ence	re-sil-ience
col-la-bor-a-tive	col-lab-o-ra-tive
paren-the-size	pa-ren-the-size
unut-ter-a-ble	un-ut-ter-a-ble
dys-pla-si-a	dys-pla-sia
e-thyl	eth-yl
e-va-cu-a-tion	e-vac-u-a-tion
bardic	bard-ic
glory	glo-ry
wharv-es	wharves
ban-ger	bang-er
co-ter-ie	co-te-rie
sci-en-tif-ic	scientif-ic
a-po-cry-pha	a-poc-ry-pha
coin-ci-den-tal	co-in-ci-den-tal
ga-vel	gav-el
u-ne-a-si-ness	un-eas-i-ness
vin-ous	vi-nous
su-pra-or-bi-tal	su-pra-or-bit-al
co-rol-lar-y	cor-ol-lar-y
genome	ge-nome
sapless	sap-less
bu-re-au	bu-reau
squand-er	squan-der
pom-e-gra-nate	pome-gran-ate
e-pen-thet-ic	ep-en-thet-ic
cy-ano-type	cy-an-o-type
syn-thes-iz-er	syn-the-siz-er
su-zer-ain-ty	su-ze-rain-ty
vel-a-rize	ve-lar-ize
trust-worthy	trust-wor-thy
ta-ch-yg-ra-phy	ta-chyg-ra-phy
tow-ard-ly	to-ward-ly
max-im-ize	max-i-mize
snows-torm	snow-storm
al-re-ad-y	al-read-y
a-ca-deme	ac-a-deme
winning	win-ning
biz-ar-re-ness	bi-zarre-ness
togaed	to-gaed
tu-ber-ose	tube-rose
pries-tess	priest-ess
is-o-la-tion-ism	i-so-la-tion-ism
a-pi-ar-ist	a-pi-a-rist
head-master	head-mas-ter
mame-luke	mam-e-luke
acronym	ac-ro-nym
beg-ga-ry	beg-gar-y
the-re-at	there-at
a-do-les-cence	ad-o-les-cence
mil-que-toast	milque-toast
un-fort-u-nate	un-for-tu-nate
ool-o-gy	o-ol-o-gy
ave	a-ve
ho-ver-craft	hov-er-craft
ha-f-iz	ha-fiz
co-vet	cov-et
ap-pen-d-i-cal	ap-pen-di-cal
a-bir-ri-tant	ab-ir-ri-tant
ar-mis-tice	ar-mi-stice
ushab-ti	u-shab-ti
mouser	mous-er
scen-ic	sce-nic
cha-plain	chap-lain
can-al	ca-nal
ro-sin	ros-in
ban-dage	band-age
chos-en	cho-sen
creat-ed	cre-at-ed
non-tri-vi-al	non-triv-i-al
te-o-sinte	te-o-sin-te
am-nion	am-ni-on
a-v-id	av-id
reas-sure	re-as-sure
le-ot-ard	le-o-tard
e-stat-ed	es-tat-ed
si-mo-om	si-moom
fla-ge-o-let	flag-eo-let
ailu-ro-phil-i-a	ai-lu-ro-phil-i-a
blas-ter	blast-er
spo-on-er-ism	spoon-er-ism
gwy-ni-ad	gwyn-i-ad
ame-nor-rhoe-a	a-men-or-rhoe-a
mul-ti-tu-d-i-nous	mul-ti-tu-di-nous
dum-bly	dumb-ly
pla-net	plan-et
de-fe-ca-tion	def-e-ca-tion
in-cre-dul-i-ty	in-cre-du-li-ty
haply	hap-ly
schle-mi-el	schle-miel
dis-coun-tenance	dis-coun-te-nance
kishke	kish-ke
in-trig-u-ing	in-tri-guing
por-ce-lain	porce-lain
el-sewh-ith-er	else-whith-er
hooey	hoo-ey
u-plift	up-lift
shand-y	shan-dy
thys-elf	thy-self
gre-ga-ri-ous	gre-gar-i-ous
voca-ble	vo-ca-ble
diu-ret-ic	di-u-ret-ic
dich-ro-mate	di-chro-mate
am-i-no	a-mi-no
in-fu-ri-ate	in-fur-i-ate
be-d-az-zle	be-daz-zle
cu-ra-tive	cur-a-tive
de-car-bon-i-zer	de-car-bon-iz-er
x-ing	xin-g
heron	he-ron
fal-ser	fals-er
am-bi-dext-er	am-bi-dex-ter
sur-rend-er	sur-ren-der
fen-d-er	fend-er
derv-ish	der-vish
procla-ma-tion	proc-la-ma-tion
neces-sar-y	nec-es-sar-y
pro-gnos-tic	prog-nos-tic
towk-ay	tow-kay
re-joind-er	re-join-der
bakla-va	bak-la-va
bi-got	big-ot
un-ac-cept-a-ble	un-ac-cep-ta-ble
u-pheld	up-held
weir-do	weird-o
cas-si-a	cas-sia
wond-er	won-der
voter	vot-er
cana-lic-u-lus	can-a-lic-u-lus
salve	sal-ve
he-roine	her-o-ine
dis-in-ter-es-t-ed-ly	dis-in-ter-est-ed-ly
so-ci-opath	so-ci-o-path
a-brupt-ness	ab-rupt-ness
in-her-i-tance	in-her-it-ance
til-bury	til-bur-y
la-men-ta-tions	lam-en-ta-tions
cho-ri-zo	chor-i-zo
wilde-beest	wil-de-beest
sy-no-vi-al	syn-o-vi-al
cat-ar-act	cat-a-ract
nu-die	nud-ie
quiet-ly	qui-et-ly
im-pri-son	im-pris-on
ca-py-ba-ra	cap-y-ba-ra
bac-te-ri-osta-sis	bac-te-ri-o-sta-sis
pro-phet	proph-et
gos-sam-er-y	gos-sa-mer-y
en-tit-le-ment	en-ti-tle-ment
pan-chay-at	pan-cha-yat
e-p-is-tem-ic	ep-is-tem-ic
strid-ent	stri-dent
a-den-i-tis	ad-e-ni-tis
ra-ti-o	ra-tio
ba-ke-house	bake-house
pro-fit-a-ble	prof-it-a-ble
beheld	be-held
om-nis-ci-ent	om-nis-cient
pe-ri-od-ic	per-i-od-ic
ex-haus-ti-ble	ex-haust-i-ble
una-bash-a-ble	un-a-bash-a-ble
fril-ly	frill-y
co-nure	con-ure
ed-i-fi-ca-to-ry	e-dif-i-ca-to-ry
tidd-lywinks	tid-dly-winks
pla-gi-a-r-y	pla-gia-ry
soiree	soi-ree
pa-la-v-er	pa-la-ver
chok-es	chokes
sla-vish-ly	slav-ish-ly
proph-es-y	proph-e-sy
con-ven-ti-o-nal-i-ty	con-ven-tion-al-i-ty
doub-loon	dou-bloon
hy-dro-pho-bi-a	hy-dro-pho-bia
humm-ing	hum-ming
flor-u-it	flo-ru-it
su-brep-tion	sub-rep-tion
a-ca-rus	ac-a-rus
eph-e-drine	e-phed-rine
doeth	do-eth
an-ti-po-des	an-tip-o-des
re-veille	rev-eil-le
phas-ic	pha-sic
pap-er	pa-per
pan-to-fle	pan-tof-le
so-met-i-mes	some-times
twel-ve-month	twelve-month
car-a-bao	ca-ra-ba-o
vil-la	vi-lla
ir-re-frang-i-ble	ir-re-fran-gi-ble
ren-dezvous	ren-dez-vous
pon-y	po-ny
per-pe-tui-ty	per-pe-tu-i-ty
ki-el-ba-sa	kiel-ba-sa
sober	so-ber
as-trad-dle	a-strad-dle
bunk-er	bun-ker
clin-o-graph	cli-no-graph
bo-ta-ny	bot-a-ny
a-be-ce-da-ri-a	a-be-ce-dar-i-a
ba-a	baa
whitey	whit-ey
man-drago-ra	man-drag-o-ra
ther-m-ic	ther-mic
dev-e-lop	de-vel-op
so-rit-es	so-ri-tes
pal-my	palm-y
per-nick-e-ty	per-nick-et-y
rev-est	re-vest
a-nar-chic	an-ar-chic
hov-en	ho-ven
ex-i-gui-ty	ex-i-gu-i-ty
bar-my	barm-y
mar-i-a-chi	mar-i-ach-i
a-c-a-rid	ac-a-rid
hadith	had-ith
man-ip-u-la-tive	ma-nip-u-la-tive
u-niva-lent	u-ni-va-lent
co-di-cil	cod-i-cil
go-ver-nor	gov-er-nor
mea-sure-ment	meas-ure-ment
geosphere	ge-o-sphere
the-o-do-lite	the-od-o-lite
spi-r-al	spi-ral
haec-cei-ty	haec-ce-i-ty
ene-my	en-e-my
ac-cid-ie	ac-ci-die
ri-t-u-al	rit-u-al
dos-s-er	doss-er
co-lum-nist	col-umn-ist
cud-gel	cudg-el
og-doad	og-do-ad
but-tin-ski	butt-in-ski
sar-ru-so-phone	sar-rus-o-phone
mani-la	ma-nil-a
tran-shu-mance	trans-hu-mance
ben-ign	be-nign
flo-wer-pot	flow-er-pot
par-a-cet-a-mol	pa-ra-ce-ta-mol
mi-suse	mis-use
bo-on-dog-gle	boon-dog-gle
lore	lo-re
at-ri-al	a-tri-al
in-solv-ent	in-sol-vent
clo-th-i-er	clo-thi-er
pro-v-i-den-tial	prov-i-den-tial
de-car-box-y-lase	de-car-box-yl-ase
de-serv-ed	de-served
toas-ti-ness	toast-i-ness
y-o-him-bine	yo-him-bine
rob-o-rant	ro-bor-ant
righ-to	right-o
pla-code	plac-ode
frac-ti-on-i-za-tion	frac-tion-i-za-tion
am-phith-e-a-tre	am-phi-the-a-tre
un-plea-sant	un-pleas-ant
hep-tas-tyle	hep-ta-style
ac-com-pan-i-ment	ac-com-pa-ni-ment
res-cru-ti-ny	re-scru-ti-ny
ar-tis-a-nal	ar-ti-san-al
re-tri-eve	re-trieve
mordent	mor-dent
bi-nar-y	bi-na-ry
bord-er	bor-der
ben-i-gnant	be-nig-nant
noc-i-cep-tive	no-ci-cep-tive
u-nu-su-al	un-u-su-al
ti-a-ra	ti-ar-a
conur-ba-tion	con-ur-ba-tion
di-ple-gi-a	di-ple-gia
e-lec-troen-ce-ph-a-lo-graph	e-lec-tro-en-ceph-a-lo-graph
ban-ded	band-ed
a-sym-ptot-ic	as-ymp-tot-ic
mil-lin-er-y	mil-li-ner-y
con-sultant	con-sult-ant
div-i-na-to-ry	di-vin-a-to-ry
ob-nox-i-ous-ly	ob-nox-ious-ly
ailu-ro-phobe	ai-lu-ro-phobe
prospec-tor	pro-spec-tor
pre-sen-ta-tive	pre-sent-a-tive
ca-no-o-dle	ca-noo-dle
haema-tol-o-gy	haem-a-tol-o-gy
ar-te-si-an	ar-te-sian
sta-ti-on-er-y	sta-tion-er-y
met-a-mor-pho-sis	met-amor-phosis
cy-tog-e-net-ic	cy-to-ge-net-ic
blith-e-ful	blithe-ful
ba-lance	bal-ance
pat-er	pa-ter
voc-al-ist	vo-cal-ist
re-for-ma-tion	ref-or-ma-tion
twenty	twen-ty
pro-por-ti-o-nal-i-ty	pro-por-tion-al-i-ty
quas-ar	qua-sar
ou-tride	out-ride
pro-gramm-ing	pro-gram-ming
casu-ist	cas-u-ist
duster	dust-er
pur-li-eu	pur-lieu
dis-tur-bance	dis-turb-ance
mo-ral-ize	mor-al-ize
fath-er-ly	fa-ther-ly
chemist	chem-ist
ro-tar-y	ro-ta-ry
in-cle-ment	in-clem-ent
demo-ral-is-ing	de-mor-al-is-ing
whist-ler	whis-tler
re-veille	re-veil-le
tele-mark	tel-e-mark
cal	ca-l
goph-er	go-pher
cru-de-ly	crude-ly
emit-ter	e-mit-ter
o-ra-tor-i-cal	or-a-tor-i-cal
cere-ous	cer-e-ous
res-cind	re-scind
arch-di-oce-san	arch-di-oc-e-san
ac-tivist	ac-tiv-ist
e-o-si-no-phil	e-o-sin-o-phil
cin-que-fo-il	cinque-foil
cri-net	crin-et
sa-tin	sat-in
a-bys-sal	a-byss-al
at-o-mist	at-om-ist
pag-o-da	pa-go-da
erlk-ing	erl-king
cla-vi-er	clav-ier
u-sage	us-age
u-nex-pect-ed	un-ex-pec-ted
graces	grac-es
vul-ca-nol-o-gist	vul-can-ol-o-gist
ec-dy-si-ast	ec-dys-i-ast
fi-chu	fich-u
a-can-thop-te-ry-gi-an	ac-an-thop-ter-yg-i-an
meg-ilp	me-gilp
un-re-a-son-a-bly	un-rea-son-a-bly
re-mo-val	re-mov-al
laic	la-ic
a-da-gio	a-da-gi-o
func-ti-on-al-ist	func-tion-al-ist
proscribe	pro-scribe
tri-bute	trib-ute
doing	do-ing
he-re-to	here-to
prole-tar-i-an-i-za-tion	pro-le-tar-i-an-i-za-tion
caes-u-ra	cae-su-ra
ad-visa-bil-i-ty	ad-vis-a-bil-i-ty
ha-bi-tu-al	ha-bit-u-al
tomor-row	to-mor-row
phy-si-ol-o-gy	phys-i-ol-o-gy
po-ly	pol-y
cla-mor	clam-or
bi-er	bier
ghe-ra-o	ghe-rao
di-a-mond	dia-mond
post-pran-di-al-ly	postpran-di-al-ly
ana-lyst	an-a-lyst
pa-reve	pa-re-ve
poet-i-cal	po-et-i-cal
co-pied	cop-ied
oosphere	o-o-sphere
dis-am-bi-gu-ate	dis-am-big-u-ate
au-gury	au-gu-ry
creole	cre-ole
pap-ist	pa-pist
ex-per-tize	ex-pert-ize
whe-re-un-to	where-un-to
ep-ig-ra-phy	e-pig-ra-phy
sep-tu-age-nar-y	sep-tu-ag-e-nar-y
a-pose-mat-ic	ap-o-se-mat-ic
steeple-less	stee-ple-less
gut-tat-im	gut-ta-tim
latreut-ic	la-treu-tic
coo-ties	coot-ies
qui-e-tis-tic	qui-et-is-tic
slend-er	slen-der
bloom-er	bloo-mer
dy-nam-o-gen-ic	dy-na-mo-gen-ic
react	re-act
un-ble-mish-a-ble	un-blem-ish-a-ble
dei-ty	de-i-ty
ne-cro-pol-ises	ne-crop-o-lis-es
raz-or	ra-zor
core	co-re
lap-el	la-pel
fas-cic-u-lus	fas-ci-cu-lus
je-wel-ler-y	jew-el-ler-y
mis-joind-er	mis-join-der
nec-ta-rine	nec-tar-ine
su-per-heter-o-dyne	su-per-het-er-o-dyne
dagu-er-re-o-type	da-guerre-o-type
pres-cience	pre-sci-ence
de-mos	dem-os
seign-i-o-ry	sei-gnior-y
ha-bi-tu-ate	ha-bit-u-ate
a-deno-sine	a-den-o-sine
pa-ja-mas	pa-jam-as
ep-i-lo-gue	ep-i-logue
arith-me-ti-ci-an	a-rith-me-ti-cian
bime-tal-lic	bi-me-tal-lic
a-me-li-o-ra-tion	a-me-lio-ra-tion
a-p-ar-theid	a-part-heid
o-ver-seer	o-ver-se-er
wizened	wiz-ened
be-fo-re-time	be-fore-time
o-th-er	oth-er
lime-y	lim-ey
de-ter-i-o-ra-tion	de-te-ri-o-ra-tion
trov-er	tro-ver
mo-ray	mor-ay
